Country,Country_Code,1/1/1970,1/1/1971,1/1/1972,1/1/1973,1/1/1974,1/1/1975,1/1/1976,1/1/1977,1/1/1978,1/1/1979,1/1/1980,1/1/1981,1/1/1982,1/1/1983,1/1/1984,1/1/1985,1/1/1986,1/1/1987,1/1/1988,1/1/1989,1/1/1990,1/1/1991,1/1/1992,1/1/1993,1/1/1994,1/1/1995,1/1/1996,1/1/1997,1/1/1998,1/1/1999,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,1/1/2017,1/1/2018
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.2271432,848.5136312,886.4469166,900.5288877,941.5359709,1000.617983,1004.477619,1056.096238,1052.468467,1094.710636,1117.136414,1128.507361,1160.163314,1213.164082,1235.850943,1263.374506,1287.809351,1297.358572
Saudi Arabia,SAU,22133.90492,25518.72337,29935.79682,35405.03704,39152.0782,33902.42333,37981.3234,38669.52256,34789.67814,36843.92557,36703.14334,35165.53144,26158.19179,20622.71701,18525.13256,15818.84072,17604.0628,15695.18196,17017.14986,16287.18391,18105.90597,20154.16573,20339.37433,19519.19681,19142.0631,18745.9633,18841.02926,18682.58516,18857.6291,17778.4141,18352.02714,17669.118,16696.41039,18034.72452,18901.0131,19381.85196,19367.58275,19187.80679,19832.65133,18883.19984,19262.54768,20553.90537,21006.63701,20929.49687,21087.35441,21399.10401,21270.46772,20693.94124,20819.74457
Senegal,SEN,1238.298983,1199.91146,1238.303392,1134.590101,1148.621052,1201.93943,1276.145406,1212.15466,1136.766648,1186.753703,1117.848922,1142.338526,1196.641964,1099.447978,1106.497318,1108.585789,1108.941165,1141.430657,1100.90474,1110.703474,1070.542785,1065.458932,1047.026775,1030.134064,1001.433526,1027.32869,1021.814475,1028.576462,1063.97491,1105.379407,1114.076724,1137.438792,1117.321969,1162.84757,1200.524135,1236.006394,1233.92569,1261.091466,1277.5266,1269.3259,1278.977754,1262.221043,1290.363391,1290.156421,1337.40669,1383.167206,1430.362395,1489.372031,1546.520159
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,3153.383393,3233.09602,3475.102052,3573.088567,3150.463589,3405.779599,3581.974228,3840.397102,4018.506339,4392.277526,4852.840381,5120.808895,5472.709438,5806.890494,5670.95526,5735.422857,5898.596136,5886.894757,6086.726632,6018.165979,6155.448359,6394.460674,6560.323396,6886.500348
Seychelles,SYC,3511.848633,3987.086398,4137.686743,4443.872802,4420.572114,4456.798347,5078.450626,4665.232879,5618.905919,6450.741951,6120.538843,5549.823394,5455.590015,5368.841908,5577.917638,6148.434515,6099.421585,6103.373758,6408.805833,7084.066866,7542.559431,7648.213446,8158.411264,8485.291428,8196.092555,8009.794501,8281.280099,9163.685066,9741.360503,9730.699923,9790.270772,9559.551957,9384.152481,8932.195054,8709.782689,9450.279434,10126.29048,11124.65711,10645.0867,10486.18989,10804.68447,11967.36235,11999.95385,12489.31492,12850.4932,13187.61195,13598.33635,14014.86814,14385.30181
Sierra Leone,SLE,476.5570269,483.5898956,478.3467471,479.323944,485.9643048,483.8192956,471.4875048,461.6030459,462.452226,472.7156042,484.6431901,487.7247302,500.066202,478.775225,486.5878055,448.9018174,441.5278005,459.2152915,414.5391557,407.9654328,415.2568746,422.1991585,342.0004257,348.2044188,342.9431526,315.9350444,320.8267921,300.3949176,302.5342493,291.1703752,302.2642656,272.991178,330.3959266,344.8264173,351.8221238,353.8894185,357.21953,375.6680003,386.653814,390.1310354,401.8350014,417.6031684,470.3014046,555.2055624,567.834267,441.1376641,457.8330917,466.9450694,472.8254381
Singapore,SGP,6786.933642,7490.81917,8332.464414,9045.341507,9440.247765,9673.86859,10254.23081,10806.093,11506.48347,12447.67729,13533.68937,14293.5353,14651.34093,15699.51125,16760.01722,16632.92065,16872.18225,18414.9841,19975.78787,21368.44853,22571.9019,23406.03631,24221.40427,26323.44636,28341.6696,29473.46047,30413.93154,31856.59205,30116.53548,31586.96871,33850.76018,32597.61994,33565.97229,35609.68417,38619.85912,40498.70613,42785.59267,44742.41698,43216.24919,41983.06701,47236.96023,49159.38104,50102.2312,51671.14987,52994.03837,53883.81824,54764.86476,56740.75312,58247.87264
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,7704.678104,7821.256905,8273.93922,8731.836882,9290.189582,9822.558913,10209.23423,10188.01847,10320.82699,10676.16553,11161.65778,11783.20003,12407.74723,13228.27197,14351.11276,15900.98897,16773.06107,15836.88345,16727.29133,17184.26397,17480.27118,17578.63682,18044.95695,18897.10289,19273.51203,19828.7732,20599.14684
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,15526.03802,14135.23402,13382.54508,13795.90333,14547.69948,15141.93168,15636.70358,16448.42572,17024.92406,17920.00156,18523.16642,19088.88693,19733.5987,20305.51731,21177.1023,21943.3616,23130.38394,24606.93296,25430.34965,23299.20484,23509.54339,23662.83139,22989.93027,22722.43739,23328.47507,23826.13165,24551.93404,25721.85744,26768.39264
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,1298.609031,1338.326728,1466.051335,1481.653539,1572.586906,1654.540151,1634.503803,1566.560204,1550.860938,1501.512464,1252.739311,1122.105241,1061.910696,1101.62533,1126.549857,1158.864191,1210.61573,1270.050159,1329.960289,1237.871751,1290.398786,1423.829176,1449.75581,1453.587861,1446.436173,1443.764399,1451.006365,1465.329948,1482.606718
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,6244.083338,6340.192362,6274.512251,6388.084057,6601.926531,6542.610146,6523.660256,6359.017081,6391.87437,6470.051675,6722.195277,6895.106638,6682.469418,6380.608609,6527.405829,6283.111702,6130.938711,6113.400433,6224.408549,6226.392113,6059.797897,5852.044651,5585.757129,5517.529581,5563.500505,5615.29912,5745.107819,5792.126824,5728.498762,5779.156376,5937.626086,6017.177846,6161.466314,6266.01574,6472.107034,6729.827466,7017.714904,7299.020037,7432.116761,7216.679693,7328.615629,7454.720165,7500.041067,7563.992777,7582.696929,7556.788579,7476.621012,7476.386324,7433.615398
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.232643,1514.033973,1535.708185,1416.429435,742.3424494,820.2329823,831.8504616,730.932042,,,
Spain,ESP,13571.91765,14032.81005,15009.80138,16001.05253,16716.47052,16626.3526,16995.08728,17298.56126,17383.4502,17238.03275,17477.86816,17331.07373,17442.06351,17664.53958,17905.28909,18254.68022,18792.33156,19783.39456,20747.18063,21714.58332,22512.761,23027.2507,23127.67602,22770.73311,23202.67272,23737.48436,24267.73618,25061.01258,26053.90537,27113.73251,28408.80677,29321.88883,29700.15588,30037.62486,30445.74886,31028.99677,31760.60254,32301.969,32072.76459,30593.60984,30502.71971,30146.99924,29235.82869,28910.75584,29398.61031,30549.79181,31449.61772,32282.90385,32949.58198
Sri Lanka,LKA,711.8393265,706.3165088,689.6537084,724.4076599,738.3439036,769.1521379,780.1845691,805.0079624,835.2950042,873.4482241,909.3246401,946.2370966,970.9074005,1003.186247,1039.542587,1076.142944,1107.097254,1110.294038,1121.958344,1132.420341,1189.663768,1229.48904,1269.033731,1342.369374,1404.25009,1469.430813,1514.940186,1602.935814,1669.778086,1732.378655,1825.142522,1784.19208,1840.260154,1933.192703,2021.305449,2130.128407,2275.891728,2412.686828,2538.087619,2609.688012,2799.648876,3014.578745,3286.007594,3371.183337,3505.550452,3647.393421,3769.159089,3854.248903,3936.450246
St. Kitts and Nevis,KNA,,,,,,,,4301.014263,4493.044835,4862.541169,5303.475358,5416.205653,5475.519999,5572.55855,6107.335198,6682.202869,7476.827381,8051.519927,8880.916009,9434.147844,9917.649062,9703.838502,10039.01996,10607.72274,11040.68471,11508.63919,12066.0925,12775.44275,12605.36878,12893.94231,14087.26038,14689.51224,14863.66592,14169.44927,14560.4602,15790.44743,16085.6981,15929.74395,16819.96078,16114.92655,15508.61699,15654.53099,15170.75046,15846.46142,16695.43178,16726.68594,17058.85144,16586.59781,16942.66642
St. Lucia,LCA,,,,,,,,3383.234171,3676.162227,3758.553898,3622.504579,3799.242841,3828.563293,3966.991788,4196.057307,4473.559636,5029.987901,5131.197831,5734.37988,6137.962851,6635.972386,6566.932535,7000.940734,6960.799876,6990.473326,7026.14082,7136.059994,6988.901365,7325.925871,7425.778451,7347.201891,7031.749331,7007.297431,7254.338113,7719.698306,7612.704332,7988.324518,8043.68562,8326.213619,8099.856133,8037.472967,8300.607102,8225.094606,8023.313446,8095.026788,8076.392213,8288.947946,8456.58409,8485.271714
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,1828.245455,1862.303181,2317.476456,2036.911046,1836.769676,1678.424003,1832.85654,2053.899819,2231.95716,2285.416678,2319.905563,2406.10675,2493.68051,2528.551797,2675.724469,2821.264536,2959.143715,2952.771147,3348.557444,3378.513598,3505.198521,3535.403993,3754.798372,3911.408339,3861.889301,4162.551641,4218.432659,4369.601389,4552.261514,4677.535378,4753.061725,4829.285895,5125.028887,5507.465522,5726.538754,5863.503692,6314.950575,6531.143304,6642.278552,6509.218571,6292.789829,6262.871891,6342.483022,6447.608412,6511.557567,6580.829592,6686.644409,6730.90555,6852.606602
Sudan,SDN,794.9098132,788.6342012,726.2034313,708.5895899,765.2364543,857.479424,968.2116708,995.0070439,905.2040963,831.2077898,815.6427944,846.7458086,866.8927556,855.3982237,786.6427923,714.9992437,732.3324079,813.9953015,790.3255524,839.0219246,772.9591043,809.8101758,841.0204642,856.8557315,843.0786553,870.2981797,897.4958737,965.8939286,980.4149052,983.4368029,1017.287987,1053.686075,1090.544582,1142.51007,1154.171798,1206.513668,1291.569295,1401.199013,1469.971772,1477.736636,1489.876911,1597.977397,1786.997305,1821.310172,1825.541037,1869.552756,1911.025651,1945.709596,1855.626292
Suriname,SUR,5522.320923,5717.412573,5703.637336,5646.895183,5720.39833,5920.528924,6464.443713,7129.672835,7590.892758,7530.228024,6854.177386,7328.104938,7005.210953,6706.809804,6535.058852,6595.149313,6550.148163,6032.828158,6372.210884,6502.660826,6086.152326,6131.872073,6044.439748,5542.293872,5637.5476,5551.475833,5527.404185,5765.949253,5825.833197,5675.718217,5726.444612,5896.465489,5990.472149,6293.392814,6748.979787,6970.996803,7289.760127,7574.146811,7797.337761,7940.380779,8255.796859,8639.953578,8772.961221,8930.551779,8856.565588,8464.653142,7912.618008,7967.016879,8040.940111
Sweden,SWE,26436.06521,26502.79905,27029.38882,28053.51399,28866.8372,29486.39263,29690.21382,29112.7014,29536.50482,30603.85001,31060.98986,31164.86924,31535.97283,32120.81219,33448.9645,34115.19231,34951.96041,36003.85635,36755.8907,37480.78716,37473.00646,36791.92888,36152.98908,35201.15013,36340.15377,37595.40588,38141.77606,39301.32776,40953.2244,42685.53536,44694.42666,45228.91457,46071.98832,46931.1703,48769.28753,49981.29734,51988.43033,53374.81953,52832.30732,50164.92588,52817.44137,54020.12338,53283.63591,53408.79046,54334.28463,56139.49489,56776.29391,57367.4279,57921.37928
Switzerland,CHE,49581.23869,51331.8004,52572.29381,53777.23394,54266.61778,50336.29658,49914.23183,51302.5975,51507.8431,52685.26396,54891.43473,55466.16353,54420.97193,54534.42611,55973.70111,57774.34434,58542.71182,59098.51838,60588.59718,62703.5288,64343.51843,62962.39136,62244.79698,61602.79013,61889.66596,61773.12687,61832.97132,63127.71632,64822.26551,65607.19942,67807.98757,68264.48377,67860.20288,67385.25091,68781.61384,70471.41,72823.86983,75143.65638,75793.61816,73189.17458,74605.77451,75029.77006,74984.18923,75499.75602,76410.87777,76553.31796,77026.30219,77684.06628,79214.35479
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,TJK,,,,,,,,,,,,,,,,1380.563321,1383.308577,1322.503308,1458.993236,1324.767952,1283.439146,1166.525123,812.9003035,668.5499541,518.1950323,447.111731,366.9354108,367.633159,381.4492619,389.5968509,415.4645399,447.9076902,488.0814992,531.929855,576.4443131,603.2517982,633.3400688,668.9512876,707.1251876,719.2083295,749.552711,787.2332657,827.112998,867.9372422,904.47501,935.9998251,976.1351753,1024.858954,1073.021835
Tanzania,TZA,,,,,,,,,,,,,,,,,,,494.2807214,497.3533214,515.6939758,509.1858528,495.009693,484.3752954,476.5293621,479.3155535,488.0382264,493.1547911,499.7604094,511.9469364,522.0767884,539.5277921,562.3184594,583.3144338,609.6367156,637.0056222,659.8043503,684.8840491,703.5884945,719.7230784,743.4037847,777.2272184,788.4391516,817.1226341,846.3868415,871.9983686,904.3818923,937.3014916,957.1259352
Thailand,THA,929.0911285,946.8807058,959.7034928,1028.939287,1046.421207,1070.560949,1142.053059,1225.41166,1321.601525,1362.9231,1404.002442,1457.649331,1506.684543,1561.713872,1621.782503,1666.747124,1727.33526,1857.891417,2068.510398,2284.028599,2503.802822,2686.061921,2874.132474,3083.185572,3299.346408,3531.749385,3690.240081,3546.374183,3236.37219,3345.589875,3458.349405,3544.438491,3731.264529,3969.728323,4190.479159,4337.878711,4525.958803,4745.30443,4801.876759,4744.756593,5076.342992,5094.466768,5437.870915,5558.723953,5589.31172,5741.339664,5911.951214,6128.658158,6361.62499
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.675038,1420.608697,1292.259061,1244.062507,1989.217749,2639.822002,3661.664625,3780.232507,4080.394498,3766.614678,3656.952163,4004.091631,4131.572843,3608.873705,2626.018234,3109.474009,3072.41505,2737.346289,2759.526503
Togo,TGO,590.7348883,571.7776364,598.4231993,606.3440652,621.2774418,622.2286015,596.1146743,623.9189932,677.2801846,626.1412783,696.8093657,651.7970061,606.1784235,552.2677352,561.8141451,572.5812627,562.6315983,547.7965792,566.9182183,573.72188,557.8055218,541.185546,508.7236965,423.0139077,475.5836388,500.0725543,528.927197,586.4776177,554.8693232,551.034792,530.7354686,507.8525044,490.1507193,501.5408595,499.3240716,492.2650956,498.7712624,496.6244106,502.9461956,516.5826156,533.508792,552.6466687,573.34842,592.5672301,611.5350691,630.3045049,648.7946319,660.485083,676.1734036
Tonga,TON,,,,,,,,,,,,2205.675001,2304.528149,2348.006617,2387.321417,2540.967012,2589.506423,2660.231893,2602.71928,2605.70522,2546.589291,2704.915435,2707.382381,2803.941723,2937.213405,3038.716763,3029.651866,3014.830208,3083.616807,3188.526447,3279.45662,3379.843895,3476.511521,3529.60608,3495.127259,3526.253393,3470.066442,3297.145162,3373.100744,3433.39423,3553.220614,3667.135635,3729.495033,3647.515091,3750.384453,3899.125824,4016.865962,4090.336314,4054.940722
Trinidad and Tobago,TTO,5726.718225,5723.446154,5976.768512,5989.929476,6127.630009,6129.356409,6431.791657,6923.225812,7512.97508,7673.545549,8345.131133,8590.581698,8773.364838,7744.858068,7192.008554,6806.110872,6510.076798,6155.055608,5866.588292,5776.148805,5823.664104,5965.898901,6527.778398,6447.952041,6646.408669,6873.885353,7344.68916,7882.808418,8510.775012,9177.470151,9785.90975,10157.93255,10916.22849,12430.87547,13350.86143,14110.04117,15899.4003,16580.31724,17064.53166,16234.98123,16683.35538,16534.26826,16636.68383,16895.9243,16635.54036,16840.1208,15696.90422,15261.87227,15161.06846
Tunisia,TUN,1253.389598,1355.636299,1561.459635,1517.39734,1603.860209,1680.372364,1772.144241,1791.271332,1862.532531,1936.723885,2027.110915,2081.036524,2012.60732,2047.068058,2104.6986,2164.631834,2079.887006,2166.564512,2118.71536,2107.614131,2224.849476,2260.876121,2384.72281,2386.500743,2415.131277,2429.267789,2562.998784,2665.694094,2759.515149,2895.015642,3001.778028,3088.514094,3104.840969,3226.646271,3401.517479,3490.683977,3639.730695,3844.928215,3965.64829,4043.146435,4141.976353,4022.237688,4142.494431,4220.389835,4302.486544,4308.415596,4314.953355,4343.923642,4401.05719
Turkey,TUR,4221.153921,4350.807023,4563.175844,4600.746188,4744.442996,4967.398141,5362.489827,5421.243005,5380.768746,5228.53117,4986.681144,5111.193557,5174.053478,5310.3363,5544.197821,5659.3947,5936.071057,6375.469356,6404.016281,6308.831973,6774.618306,6709.091149,6932.115645,7343.321429,6889.808381,7315.40377,7731.415538,8186.49704,8244.751855,7842.83872,8237.59921,7631.558706,8003.454209,8331.573778,9009.472627,9692.120586,10252.36049,10640.42283,10602.85658,9976.15052,10672.38925,11678.13079,12039.2957,12842.16376,13277.76077,13853.09713,14062.73379,14874.78254,15068.98238
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,2789.780233,3020.567781,2817.855966,3713.355166,3443.981623,2845.458058,2808.248528,2263.554695,2054.282001,2151.27156,1876.3669,1983.014538,2282.974389,2381.174675,2458.506064,2440.275757,2495.287285,2593.5136,2899.957142,3181.071149,3489.327196,3949.044233,4129.540232,4439.200382,5006.27301,5462.91729,5909.66312,6399.168813,6693.932002,6987.068177,7318.065501,7647.935804
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21028.40814,,,,,,,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,2405.785236,2461.407991,2506.17447,2585.924509,2833.969729,2678.826638,2512.376953,2763.695655,3189.02366,3134.451633,3088.168169,3108.847588,3314.870223,3161.53748,3073.597105,2918.681187,2945.760847,3101.875845,3319.304619,3138.690284,3022.28882,3217.965885,3063.988008,3169.396053,3178.452962,3429.360973,3493.770001,3590.425897,3636.055006
Uganda,UGA,,,,,,,,,,,,,305.6064496,313.2878106,302.3615589,282.7962097,274.2739713,275.2334748,287.5380494,295.1960826,303.5974794,309.7653078,309.8583085,324.9050166,334.9246707,362.1812452,383.4001109,391.3689018,398.8636923,418.5642371,418.9780455,427.3467735,450.2959955,464.4362831,480.5022274,494.9980105,531.3598917,558.1869187,587.9471315,608.358158,622.4988457,659.6289584,663.4924025,665.4167275,676.3376331,686.9827784,694.009088,694.2895341,710.0819481
Ukraine,UKR,,,,,,,,,,,,,,,,,,4020.583206,4105.520748,4243.774614,3965.382723,3624.292633,3263.371857,2797.568406,2166.693021,1917.451372,1741.088714,1704.314024,1686.941787,1699.517473,1817.997101,2005.382992,2131.729166,2353.60428,2658.689709,2758.520484,2983.857295,3229.652917,3322.003836,2844.32328,2965.142365,3138.46507,3153.739245,3160.083736,3123.915572,2828.88539,2909.646215,2994.524185,3110.194646
United Arab Emirates,ARE,,,,,,103604.9068,103766.654,109318.6357,94683.67932,102668.6318,116232.753,113095.3373,99319.61427,89704.03867,88583.37854,80886.46644,64972.4226,63352.29403,58146.79648,61588.08673,68780.58855,65478.70692,63853.89076,61081.3716,61843.21371,62681.60907,63076.60646,64864.72032,61773.86736,60291.50899,63251.52299,60861.266,59187.20693,60351.14005,60328.32053,56092.92022,53335.03157,47283.90328,42456.79589,36024.05823,33893.30351,34634.86214,35416.89178,36978.83304,38495.04635,40247.74714,41045.11112,40697.81806,40782.44362
United Kingdom,GBR,17740.11717,18281.72373,19003.65171,20201.45246,19691.38986,19401.34709,19970.7038,20465.29687,21324.15043,22102.19376,21628.09401,21453.8452,21892.98687,22809.49966,23291.82472,24214.03445,24916.70563,26181.73909,27627.92919,28263.95083,28387.9244,27992.39268,28020.37333,28659.47297,29700.03894,30679.53699,31363.96514,32489.20778,33575.40829,34610.86105,35672.91197,36592.80907,37285.17788,38331.60568,39018.95104,39984.16744,40798.0653,41465.5455,41024.81106,38986.14451,39435.8399,39731.42145,40039.64682,40623.38945,41369.79848,42008.98523,42510.16106,43010.70634,43324.59297
United States,USA,23207.21994,23670.34573,24649.84474,25794.12817,25421.36967,25120.23085,26223.37644,27161.42669,28362.7718,28939.63994,28589.67273,29028.9015,28235.08967,29260.58618,31107.55962,32118.75943,32925.22668,33761.17884,34853.48847,35793.8965,36059.30163,35542.14111,36287.32286,36797.79765,37813.75818,38369.16184,39356.0918,40614.40561,41942.70951,43434.69267,44726.9654,44728.59748,45087.36728,45980.51458,47287.59377,48499.81238,49405.7673,49856.28149,49319.47886,47648.81325,48466.82338,48862.42494,49596.42192,50161.07582,51015.13548,52099.26976,52534.36528,53356.23624,54579.01684
Uruguay,URY,5670.630897,5639.321646,5558.634787,5572.63647,5729.967409,6066.256408,6280.148244,6336.793654,6633.748784,6996.421495,7355.208814,7420.983919,6653.235964,5931.135763,5825.723193,5873.329518,6350.418975,6815.441657,6873.271625,6904.394483,6878.145286,7071.38642,7577.085161,7721.462714,8223.12065,8045.946644,8434.319412,9091.474285,9441.994882,9211.427515,9001.750048,8640.77852,7971.313776,8041.240178,8449.209089,9078.637456,9440.50698,10038.89509,10732.01128,11155.84525,11992.01663,12574.90357,12981.14011,13541.20711,13934.57617,13938.79007,14124.14386,14437.38469,14617.464
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,1135.029567,1208.973021,1216.671587,1200.465646,1169.359124,1014.330094,968.7343798,900.5076345,876.4232346,874.4362351,902.7269278,926.5114233,955.9909703,979.0120141,1006.947816,1034.223843,1065.526987,1131.764528,1196.422386,1269.981373,1370.636582,1470.595189,1562.405053,1634.312095,1714.889348,1814.465164,1921.831931,2025.352625,2138.56496,2229.781706,2290.379225,2366.2852
Vanuatu,VUT,,,,,,,,,,2400.682116,2070.925157,2104.304838,2274.702059,2530.700778,2711.301617,2676.157751,2612.113931,2479.033509,2380.00725,2357.627111,2565.72133,2573.524887,2564.445879,2509.718363,2663.884104,2626.36484,2631.74053,2710.549571,2778.44264,2737.330909,2841.329624,2680.661021,2481.98361,2522.986217,2557.09985,2626.372955,2781.086695,2856.97076,2970.391863,2994.916842,2966.857116,2923.420288,2893.095725,2868.035416,2854.223636,2783.542056,2806.439547,2856.241242,2875.430406
"Venezuela, RB",VEN,14570.10087,14345.62381,14107.19035,14678.23859,14557.38568,14555.90456,15238.59299,15739.38039,15659.81257,15345.2158,14269.39036,13839.0924,13197.38638,12371.82943,12227.83078,11938.22768,12391.70801,12511.19014,12909.48361,11515.18242,11968.85422,12830.40296,13302.58874,13047.7613,12469.67303,12692.59608,12410.25775,12939.58332,12726.41127,11739.11017,11944.20584,12122.12134,10848.81672,9830.736771,11429.40698,12400.77476,13413.01409,14374.37437,14920.44741,14239.0392,13825.35809,14179.19231,14735.09354,14721.85595,14025.35756,13136.74374,10984.2452,9406.502453,7697.048782
Vietnam,VNM,,,,,,,,,,,,,,,377.5082811,382.9688846,384.8221456,389.8009099,400.8905076,421.1669308,433.2839368,449.5366532,478.4368954,506.9272974,541.6145952,583.3140846,628.0841471,669.9116597,699.6169421,724.479783,765.1856509,804.1988617,846.726292,896.7043758,955.4472671,1018.121124,1079.062488,1145.140038,1198.417214,1250.795761,1317.890706,1385.890385,1443.492615,1505.810949,1579.189102,1667.171891,1752.531946,1852.963037,1964.475991
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36687.05451,36565.82939,37654.27428,39026.65456,40472.66295,42118.35626,42491.45402,39667.1916,40043.19017,36798.69903,31301.00173,29516.00163,29303.7241,29408.05513,29729.22179,29290.78498,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,1895.370636,1941.384347,1878.926852,2060.165096,2296.047145,2423.44619,2160.182671,1909.630919,1628.9722,1810.429685,1947.28403,2103.133528,1970.108682,2046.971264,2112.483689,2235.045836,2354.125987,2580.369789,2675.677542,2670.127177,2603.521014,2631.811985,2694.522526,2724.414529,2680.318123
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,1001.407006,1013.196879,1041.172315,1028.83929,1047.040455,1060.722869,1069.998169,1090.280136,1122.422419,1132.388712,1168.692659,1178.663872,1190.154916,1199.548868,1211.772566,1243.431089,1246.872111,1252.483143,1262.018218,1274.465883,1334.784845,1133.125632,1128.68647,1151.421565,1119.147493,908.7578459,765.6041721,702.8637557,667.9454369
Zambia,ZMB,1580.826848,1528.213682,1614.031723,1545.432557,1589.988389,1502.17769,1542.717153,1423.652179,1384.226748,1297.779929,1292.460252,1326.05516,1245.46111,1180.270103,1137.744818,1119.1156,1091.916018,1086.785945,1120.774509,1077.822384,1043.723431,1016.801535,975.0009058,1016.598558,906.5787193,909.5833744,940.9961339,950.6380719,921.1655312,937.9458819,948.7362266,973.3639719,991.3100208,1033.310802,1077.836387,1126.031936,1183.363859,1248.418424,1309.281649,1390.331446,1489.45907,1525.562575,1591.319994,1620.154036,1644.10679,1641.005482,1652.284458,1658.823207,1672.345428
Zimbabwe,ZWE,1305.14756,1372.82367,1435.560146,1421.876552,1464.417921,1388.492519,1350.177232,1218.156956,1148.096698,1147.794357,1269.245078,1378.547955,1364.611821,1336.451921,1263.879518,1303.651129,1284.334886,1254.517643,1305.162377,1331.82187,1386.849008,1429.505552,1274.436313,1265.515216,1361.645879,1345.992876,1468.650335,1493.521996,1524.339536,1502.199532,1449.042767,1464.672049,1331.013034,1102.230755,1034.962988,971.266723,931.56854,890.1804546,725.5759737,803.2220286,948.3318545,1066.426265,1223.203432,1225.558112,1232.864865,1234.103352,1224.309922,1263.321322,1322.344063
